"50.8785309000","4.6889209000","1433834215935"
"50.8785397000","4.6889416000","1433834242378"
"50.8785405000","4.6889481000","1433834247962"
"50.8785414000","4.6889496000","1433834253015"
"50.8785395000","4.6889481000","1433834258104"
"50.8785402000","4.6889500000","1433834263120"
"50.8785410000","4.6889500000","1433834268232"
"50.8785404000","4.6889535000","1433834273199"
"50.8785414000","4.6889534000","1433834278553"
"50.8785411000","4.6889532000","1433834283544"
"50.8785403000","4.6889524000","1433834288565"
"50.8785401000","4.6889514000","1433834293647"
"50.8785397000","4.6889506000","1433834298745"
"50.8785388000","4.6889503000","1433834303655"
"50.8785369000","4.6889502000","1433834308792"
"50.8785364000","4.6889499000","1433834313813"
"50.8785357000","4.6889495000","1433834318920"
"50.8785335000","4.6889510000","1433834323895"
"50.8785335000","4.6889509000","1433834328963"
"50.8785326000","4.6889500000","1433834334277"
"50.8785306000","4.6889500000","1433834339274"
"50.8785300000","4.6889498000","1433834344262"
"50.8785294000","4.6889499000","1433834349307"
"50.8785279000","4.6889500000","1433834354399"
"50.8785282000","4.6889498000","1433834359437"
"50.8785279000","4.6889490000","1433834364448"
"50.8785263000","4.6889496000","1433834369553"
"50.8785249000","4.6889493000","1433834374951"
"50.8785239000","4.6889494000","1433834379949"
"50.8785230000","4.6889496000","1433834384987"
"50.8785215000","4.6889504000","1433834390125"
"50.8785209000","4.6889499000","1433834395297"
"50.8785201000","4.6889497000","1433834401387"
"50.8785192000","4.6889502000","1433834406428"
"50.8785179000","4.6889514000","1433834411622"
"50.8785203000","4.6889551000","1433834416538"
"50.8785158000","4.6889515000","1433834421648"
"50.8785167000","4.6889523000","1433834426682"
"50.8785137000","4.6889543000","1433834431746"
"50.8785125000","4.6889544000","1433834436808"
"50.8785116000","4.6889562000","1433834441961"
"50.8785092000","4.6889572000","1433834446983"
"50.8785068000","4.6889566000","1433834452181"
"50.8785072000","4.6889586000","1433834457248"
"50.8785078000","4.6889586000","1433834462419"
"50.8785067000","4.6889591000","1433834467450"
"50.8785078000","4.6889622000","1433834472459"
"50.8785068000","4.6889645000","1433834477569"
"50.8785060000","4.6889650000","1433834482554"
"50.8785062000","4.6889636000","1433834487647"
"50.8785063000","4.6889632000","1433834492784"
"50.8785059000","4.6889623000","1433834497983"
"50.8785071000","4.6889615000","1433834502995"
"50.8785080000","4.6889609000","1433834508156"
"50.8785096000","4.6889604000","1433834513232"
"50.8785104000","4.6889600000","1433834518299"
"50.8785123000","4.6889600000","1433834523332"
"50.8785136000","4.6889601000","1433834528398"
"50.8785146000","4.6889595000","1433834533459"
"50.8785154000","4.6889596000","1433834538509"
"50.8785160000","4.6889596000","1433834543698"
"50.8785172000","4.6889594000","1433834548677"
"50.8785181000","4.6889591000","1433834553773"
"50.8785184000","4.6889591000","1433834558799"
"50.8785186000","4.6889588000","1433834563761"
"50.8785177000","4.6889578000","1433834568842"
"50.8785177000","4.6889579000","1433834574626"
"50.8785175000","4.6889571000","1433834579678"
"50.8785174000","4.6889569000","1433834584769"
"50.8785172000","4.6889566000","1433834590085"
"50.8785171000","4.6889556000","1433834595238"
"50.8785168000","4.6889553000","1433834600236"
"50.8785171000","4.6889552000","1433834605311"
"50.8785177000","4.6889551000","1433834611576"
"50.8785176000","4.6889549000","1433834616623"
"50.8785171000","4.6889547000","1433834621718"
"50.8785169000","4.6889545000","1433834626663"
"50.8785165000","4.6889544000","1433834631704"
"50.8785165000","4.6889542000","1433834636641"
"50.8785166000","4.6889539000","1433834641626"
"50.8785165000","4.6889537000","1433834646743"
"50.8785160000","4.6889535000","1433834651702"
"50.8785159000","4.6889534000","1433834657566"
"50.8785153000","4.6889533000","1433834662684"
"50.8785151000","4.6889532000","1433834667663"
"50.8785147000","4.6889530000","1433834672758"
"50.8785146000","4.6889528000","1433834677816"
"50.8785142000","4.6889526000","1433834682843"
"50.8785140000","4.6889525000","1433834687900"
"50.8785136000","4.6889525000","1433834693161"
"50.8785135000","4.6889522000","1433834698163"
"50.8785133000","4.6889522000","1433834703155"
"50.8785133000","4.6889521000","1433834708610"
"50.8785119000","4.6889516000","1433834724305"
"50.8785108000","4.6889516000","1433834729406"
"50.8785104000","4.6889520000","1433834734478"
"50.8785105000","4.6889518000","1433834739789"
"50.8785096000","4.6889514000","1433834744881"
"50.8785095000","4.6889515000","1433834750021"
"50.8785088000","4.6889516000","1433834755129"
"50.8785083000","4.6889518000","1433834760249"
"50.8785072000","4.6889523000","1433834765377"
"50.8785067000","4.6889523000","1433834770725"
"50.8785064000","4.6889527000","1433834775758"
"50.8785066000","4.6889535000","1433834780895"
"50.8785474000","4.6889339000","1433834796928"
"50.8783870000","4.6889045000","1433834806987"
"50.8783682000","4.6888825000","1433834815991"
"50.8783663000","4.6888664000","1433834821084"
"50.8783653000","4.6888575000","1433834826132"
"50.8783671000","4.6888339000","1433834829575"
"50.8783764000","4.6887121000","1433834838805"
"50.8785286000","4.6890934000","1433834903287"
"50.8784571000","4.6889614000","1433834908274"
"50.8784192000","4.6889178000","1433834913355"
"50.8784122000","4.6889148000","1433834918338"
"50.8783745000","4.6888776000","1433834923059"
"50.8783714000","4.6888752000","1433834928485"
"50.8783674000","4.6888784000","1433834933619"
"50.8783628000","4.6888758000","1433834938658"
"50.8783606000","4.6888750000","1433834943655"
"50.8783573000","4.6888736000","1433834948765"
"50.8783532000","4.6888726000","1433834953792"
"50.8783408000","4.6888638000","1433834958883"
"50.8783376000","4.6888651000","1433834963920"
"50.8782862000","4.6888870000","1433834975506"
"50.8667460000","4.6848957000","1433835585147"
"50.8648685000","4.6814325000","1433835605347"
"50.8624983000","4.6822217000","1433835612521"
"50.8601282000","4.6830109000","1433835643486"
"50.8613841000","4.6813160000","1433835682134"
"50.8614480000","4.6813105000","1433835687201"
"50.8613890000","4.6813268000","1433835692216"
"50.8613712000","4.6813235000","1433835697293"
"50.8613730000","4.6813205000","1433835702352"
"50.8613775000","4.6812659000","1433835707356"
"50.8613815000","4.6812273000","1433835712476"
"50.8613821000","4.6812055000","1433835717501"
"50.8613789000","4.6811941000","1433835722815"
"50.8613823000","4.6811837000","1433835727922"
"50.8613845000","4.6811736000","1433835732956"
"50.8613855000","4.6811701000","1433835738077"
"50.8613858000","4.6811673000","1433835743143"
"50.8613852000","4.6811594000","1433835748138"
"50.8613856000","4.6811551000","1433835753240"
"50.8613856000","4.6811522000","1433835758301"
"50.8613856000","4.6811508000","1433835763330"
"50.8613848000","4.6811514000","1433835768445"
"50.8613857000","4.6811453000","1433835773510"
"50.8613867000","4.6811414000","1433835778532"
"50.8613872000","4.6811382000","1433835783746"
"50.8613881000","4.6811361000","1433835788813"
"50.8613879000","4.6811342000","1433835793888"
"50.8613883000","4.6811315000","1433835798980"
"50.8613878000","4.6811298000","1433835804037"
"50.8613879000","4.6811283000","1433835809065"
"50.8613878000","4.6811268000","1433835814114"
"50.8613872000","4.6811264000","1433835819180"
"50.8613866000","4.6811258000","1433835824217"
"50.8613857000","4.6811264000","1433835829272"
"50.8613836000","4.6811310000","1433835834352"
"50.8613858000","4.6811379000","1433835839394"
"50.8613841000","4.6811437000","1433835844531"
